 Procedimentos hospitalares do SUS - por local de internação - Santa Catarina
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"420150 Armazém";3837,45;16603,15;21932,51;26418,21;22877,29;27140,92;22158,04;25756,56;22813,30;26678,21;23480,79;22965,73;23432,42;15834,42;31976,92;29996,12;20948,46;18999,77;21323,25;23204,27;24378,25;29064,12;29651,79;25747,47;15393,59;16301,29;22194,18;23111,58;22710,29;18858,46;26349,94;14829,91;25186,47;18055,13;20475,08;17082,78;15019,91;16603,09;10895,36;20199,10;21887,51;23914,77;24463,23;35251,76;22330,21;21112,38;25183,08;24361,10;19973,45;27726,00;28857,09;27872,71;28106,38;28004,85;27185,95;24588,12;26017,38;37694,47;23973,81;19714,87;20558,28;26438,11;31258,75;29702,34;31977,41;31979,80;29331,94;40289,41;36987,74;30381,04;25714,31;41615,01;25822,93;32424,28;42292,94;20718,80;32896,40;34604,64;32205,87;30950,38;34288,20;41523,97;39736,66;31903,57;35120,34;37637,92;33171,70;49618,98;22510,57;25285,77;42222,00;39713,68;31315,96;24603,16;15822,89;18505,57;34093,50;19485,74;22978,49;30643,77;40213,84;28620,99;29548,20;20135,60;23524,53;23470,78;19579,00;12973,59;13640,86;18281,50;33224,77;18598,09;38347,56;27422,60;28623,32;30067,50;29893,03;40412,90;24356,77;20192,04;13149,50;17731,40;32961,38;17596,17;30737,16;22930,59;15245,40;27920,86;24242,25;23131,47;18054,59;5355,29;4220,49;47189,26;3721,50;-;18892,21;16269,68;23885,14;36391,05;28663,88;47872,53;12553,43;23294,55;23085,37;25715,56;28866,38;12514,50;24119,20;17375,26;36041,35;38977,36;33401,06;30377,19;22200,46;48449,02;36399,26;10175,61;57687,40;4115559,75
"420160 Arroio Trinta";6983,73;4790,92;6054,91;6492,05;8991,24;6920,17;5529,99;7639,21;4982,36;7124,53;6085,50;5273,84;3798,78;6777,04;4816,42;5899,87;5386,44;8821,16;7369,33;9502,64;11301,46;5265,20;7541,75;6100,47;7191,23;8875,58;5333,25;9516,93;6280,00;4659,68;7019,67;8905,80;6947,87;7554,78;7237,83;8979,86;4312,47;5271,60;6720,62;5634,11;6325,39;8351,00;7858,00;5483,74;4754,36;5062,09;5013,28;-;10960,43;6401,22;5475,83;5803,56;7858,00;4452,90;4848,62;7225,53;7493,89;6318,10;5011,88;7140,14;7058,72;7703,89;8563,46;6892,85;6189,13;5838,01;6899,62;5219,80;7482,04;6200,42;4365,58;5544,94;5702,98;6378,14;6034,05;10166,12;15591,72;22644,95;7394,46;8850,33;2920,26;5486,50;4884,59;4800,39;7103,65;4989,42;6323,96;9102,39;7159,98;5194,41;8173,76;3299,89;3077,72;4391,26;6158,38;8616,81;5992,35;5907,88;8908,82;9370,52;10062,25;9083,15;11128,86;10564,17;9262,64;10901,10;7146,49;7712,40;10689,54;6099,74;6821,86;5106,09;5236,31;5373,48;5009,91;7407,51;7914,38;6863,65;5362,15;7000,51;1161,92;7111,35;4427,31;7647,34;8051,16;10317,17;9205,62;8629,23;8410,30;10572,77;10162,95;5024,62;6466,93;10700,53;14434,57;11242,92;17729,55;13320,06;19152,74;17114,50;12348,48;16447,49;14816,84;12254,67;14299,70;14175,20;13911,57;7472,66;7630,20;9505,91;10693,16;10169,85;10602,23;12233,71;15208,90;9219,45;16248,05;9860,39;43872,15;1290912,74
"420190 Aurora";3127,33;3481,05;3118,18;4348,02;5170,22;6911,63;5179,23;5606,49;4127,05;2742,05;2948,26;875,04;820,09;416,39;4440,08;5324,23;2682,78;2949,34;2210,96;3296,83;5275,00;4666,60;2213,75;1647,85;2509,30;1628,94;5517,27;551,30;4136,86;3565,33;2651,85;2028,76;-;1740,76;2961,49;7449,73;2375,97;3214,29;2161,93;2449,44;3487,50;2947,27;3108,23;3674,34;2838,32;2537,56;2484,32;2406,84;2665,09;2583,57;1513,54;2305,06;1988,34;2552,47;2021,63;4853,71;2730,35;2403,74;292,62;-;904,85;2208,67;1862,10;3412,13;4273,28;3819,42;4429,22;3680,44;4882,66;3637,20;2218,21;1835,82;317,18;1435,64;1518,60;3304,22;2451,93;1600,69;234,68;3537,65;5807,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;235288,63
"420200 Balneário Camboriú";297354,11;409723,60;250230,36;288875,17;404119,58;573329,50;448946,05;392450,15;307790,02;607048,82;409229,21;437064,74;413610,41;373667,35;367023,43;336837,54;351376,72;524760,54;554382,93;616930,29;814656,38;589029,17;489392,36;-;681630,35;667916,90;660628,24;643461,04;519976,07;530726,08;595987,57;510743,20;486173,33;517360,80;509329,08;518299,84;531601,73;517631,23;526805,46;524644,91;628076,32;631979,53;630020,98;630732,26;617565,69;636949,54;742351,35;638457,64;377853,18;482904,48;156794,38;183305,94;406873,91;504879,17;501304,45;559110,90;440546,24;511637,17;491157,12;329711,75;411418,39;360218,67;338786,43;343274,44;380346,51;409022,98;375648,98;386496,74;377810,40;329552,47;330643,73;337431,38;434156,76;352798,64;280328,77;605854,63;457968,87;504758,84;513880,34;584713,64;609331,49;786728,47;613919,96;472338,98;709851,02;648987,71;598255,75;661310,09;416921,83;602435,13;530003,53;787185,93;614391,73;531646,06;546899,32;603735,54;619818,55;617391,16;688501,19;585346,92;771984,61;760293,13;313237,17;391015,69;948309,12;729085,30;708643,95;738424,14;769511,13;682368,98;646589,80;624164,78;674969,71;678718,12;710531,81;667757,07;563221,63;932963,13;882510,43;769099,29;830151,65;776281,23;753407,44;655614,73;506123,39;804244,88;677217,65;790767,30;814055,94;625047,13;587108,67;638813,12;879687,51;624492,42;687892,75;790835,68;953913,18;822533,72;653335,73;751964,60;898837,77;716192,20;607116,68;719160,30;812783,01;938213,17;796509,11;751566,46;799503,06;799253,82;1353270,98;1540915,35;1657046,92;1546446,40;2127838,34;1502943,99;2004717,23;1545517,52;-;99367788,25
"420220 Benedito Novo";2146,87;3423,55;2259,78;2263,63;4375,44;2894,03;5997,22;3773,48;2168,34;3887,52;2841,55;2802,70;3635,78;3109,99;3080,90;2384,59;2062,92;2938,31;5955,66;5763,94;6920,33;7694,97;4060,77;6316,88;6200,26;4934,39;7218,62;5500,24;7236,99;2713,74;1889,93;3066,16;5417,79;4652,65;2401,98;1819,26;2520,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148331,74
"420230 Biguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6385,96;11181,16;17471,48;40233,03;57575,41;49878,53;64224,81;59185,63;62605,87;73658,48;64433,28;64821,93;51660,50;77335,78;75106,66;54760,22;67455,72;86110,34;78829,78;86135,44;68185,68;64282,68;71402,87;93814,89;68835,87;80134,18;88008,54;99604,77;74730,52;52759,90;41563,40;31541,53;48592,94;83536,53;63830,11;151249,81;95247,09;137022,99;132482,07;123427,57;103607,32;183308,26;128641,24;136873,03;112499,34;97657,66;117949,54;126504,13;96829,23;110267,35;120734,89;111050,50;108424,50;149585,18;142751,49;155385,04;135423,88;143932,00;187319,70;160511,95;451959,34;652984,17;507307,72;7060811,41
"420240 Blumenau";1797956,54;2592559,16;2539634,15;3981864,24;2728457,06;2876137,31;3093970,80;2817977,70;3008816,41;3682048,56;3128134,59;3600779,06;3683522,23;3156155,09;3364131,10;3978031,27;3702462,07;3582678,10;4244145,01;4164055,72;3866464,77;3881405,96;3517302,89;4672379,70;4262376,37;3778046,73;3735717,55;5018484,08;4221243,90;3599813,67;3884531,87;3916851,62;4640773,70;4364873,47;5435747,29;3315668,57;3650320,06;4393818,46;4238997,75;3974909,66;4698793,69;5262522,70;5137300,40;5608233,44;4053777,51;4704446,52;3704566,34;3735309,74;5269560,57;4326011,60;4205147,56;4684060,04;3913219,52;4698694,30;5738239,94;5649233,47;4358797,12;6466091,91;4743736,32;4151617,19;4717757,45;4615153,85;4596904,50;5421283,64;5766189,72;5526187,50;5397857,90;4972055,96;5517966,71;5417273,43;6282140,06;5014866,40;5081227,40;4463184,73;5560150,57;5562678,92;5225281,63;6219714,04;5899550,49;6162178,94;6100668,91;5694312,24;5330477,55;5918843,20;6037527,27;4865585,09;5401719,29;5243955,22;5971423,65;5830854,42;6910937,65;5837035,32;5779201,13;5494138,49;7500473,13;5438479,55;4772125,95;4817397,54;6003559,84;5766212,59;6478876,64;6295318,84;6517044,15;6544288,31;6462255,09;7425292,14;5635831,05;5089833,53;6660040,71;5434324,73;6076919,53;6664617,07;7317781,10;6507916,41;6438885,12;6849497,35;6456471,80;6734782,60;6476276,94;6304771,76;7281796,01;5102510,21;6449099,54;7079617,20;7403528,62;7962349,48;6853121,85;7003662,04;7250640,21;8600673,12;7701843,66;6631605,19;6540192,24;6035262,96;6502944,71;6610449,94;6775702,60;6100045,70;7236478,52;7318012,83;7705568,98;7611456,15;7190719,11;7051343,81;7480260,16;6657111,64;7288313,61;5171938,87;6612455,49;6211669,22;6517092,56;5778078,13;7727159,24;8437173,79;7037350,68;6078792,91;6328250,22;6174682,96;6587749,75;861794864,77
"420243 Bocaina do Sul";4835,13;98903,96;69853,87;57864,32;66473,21;68281,47;62620,83;61559,46;56763,64;48823,02;63210,48;56102,87;67187,54;61284,21;67824,59;54743,83;52153,16;56994,74;51303,76;53129,97;51898,34;46079,95;71568,00;65688,00;60144,00;70056,00;71904,00;71578,04;74730,47;81400,93;60844,36;64922,49;73375,34;54990,26;71653,67;66473,58;97286,07;77221,68;81351,56;84813,13;90178,16;114910,18;76812,37;78736,00;101090,10;85518,77;80798,17;102770,09;85914,24;95498,39;70301,20;95130,54;111770,63;80675,22;107013,69;87297,88;86542,42;101702,14;57175,00;88368,80;70566,00;109041,00;109497,00;91314,00;92226,00;89205,00;113886,00;88350,00;112347,00;106305,00;97356,00;84645,00;47310,00;72333,00;53295,00;35853,00;50844,00;45372,00;46227,00;7638,00;41553,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5941260,92
"420250 Bom Jardim da Serra";-;3753,00;2773,24;2280,34;1976,01;3225,63;3293,12;2650,47;3260,22;2762,60;2539,11;4714,37;3577,88;5239,12;5098,97;3594,06;1396,40;4282,78;4748,63;6673,83;3323,72;5171,14;4823,95;5334,39;2934,84;2680,20;6278,96;4564,61;4944,89;6305,97;5586,34;4716,58;2775,31;7275,90;4952,28;-;2200,82;2631,98;2332,77;1579,26;3083,90;1856,01;4962,30;-;5751,07;2057,07;2377,53;1956,72;1964,19;1503,08;761,02;2532,60;1505,65;639,50;1750,64;1756,19;1939,11;1660,28;1252,47;2517,43;1207,43;-;1504,58;972,65;1520,66;4210,41;3808,59;-;2280,64;213,67;1128,68;1368,59;5778,98;452,18;5370,40;-;2852,70;2475,83;1473,44;-;1403,79;1333,63;-;-;-;-;1169,90;-;2086,75;3078,30;2962,47;1585,50;2387,22;688,88;2333,38;-;-;-;2568,44;-;-;1839,87;511,19;1225,06;-;1042,19;2131,64;1442,62;1803,26;-;1431,21;-;52,22;739,69;1117,61;2441,82;-;-;-;-;2282,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;266359,46
"420260 Bom Retiro";11139,95;14682,74;13705,85;11305,80;10485,92;13610,25;15549,15;10851,18;10703,25;10578,59;9446,39;18224,99;11339,65;17118,89;15510,87;14617,68;13194,17;10023,72;13723,90;9532,26;15785,53;13511,68;10375,60;9336,00;9803,93;11223,08;16260,88;12306,95;14567,07;14525,00;12680,03;16104,17;10959,39;12472,52;18978,22;16093,98;12568,55;17046,43;10287,48;13393,45;14550,66;14730,26;13713,18;13512,06;13030,10;11189,73;12402,91;6120,85;9834,23;11515,21;29430,23;9687,87;22924,15;8586,29;27922,07;19935,15;11864,07;8244,26;10173,58;11369,46;4108,93;14960,34;13085,85;22641,47;14280,09;23092,19;21415,13;16118,96;16199,84;10147,49;15964,40;9823,88;15997,79;8968,84;15036,73;11880,47;9355,24;14686,52;17328,37;12138,12;22346,68;12579,22;10418,21;10996,02;11733,01;10884,10;17016,05;19665,43;21869,84;21019,06;24827,14;22166,51;19352,99;20617,82;18856,67;16719,20;12836,10;18227,44;21186,89;17190,52;13921,42;10935,94;22879,58;39784,89;29034,56;23730,83;28382,56;22314,96;22218,34;23157,69;37462,55;16190,36;24371,07;22607,79;34316,52;28980,30;29997,22;28969,38;28073,48;19360,82;32338,90;22886,67;27452,49;18782,79;29807,83;24048,82;24068,34;19325,77;25449,27;24953,38;19307,20;24580,84;14726,62;22303,99;25063,99;10315,21;37619,32;18326,96;20868,16;22701,16;21039,29;22472,33;20140,01;19609,10;21638,63;20038,68;16008,78;15984,94;9544,49;13633,01;14779,52;11893,68;10391,62;14268,42;15507,87;15517,59;11158,68;11829,54;74966,49;2774141,65
"420280 Braço do Norte";54952,95;59424,90;62853,56;59950,95;40840,31;73158,08;66690,81;71519,40;64372,72;72323,78;72733,35;80910,92;58206,17;59388,21;60542,29;62368,69;73188,32;58091,30;74888,19;89089,19;98821,22;88065,73;90913,19;71438,19;89773,73;65801,42;81287,25;68466,33;90828,13;74611,41;89920,89;98169,17;75475,17;92290,05;85964,71;110855,69;81476,23;80544,12;85207,00;86485,20;91612,68;99369,09;87160,11;86506,21;150330,25;85084,88;88323,78;98269,53;78815,34;94237,93;89681,28;89898,77;108492,93;103535,98;103465,80;116223,81;93191,86;112954,77;129169,70;116990,61;111794,41;113013,06;141944,78;139180,62;137243,17;119982,53;140560,73;128429,76;125038,18;124651,72;145834,89;141277,67;152802,49;141012,29;173077,80;116282,17;134168,19;138852,71;164996,79;154578,50;121830,62;178974,28;164055,04;133626,18;126372,66;152036,06;166415,88;163937,43;187336,93;163658,05;164732,93;142972,12;122494,49;191949,28;154926,96;165993,86;131006,81;109174,92;129018,05;125224,46;112725,24;156149,76;137624,18;149538,30;150130,92;103319,52;130025,64;102325,22;73881,00;81693,84;91133,67;100960,60;133158,90;133657,67;134146,91;122810,84;104756,63;121428,03;133083,80;151541,63;132049,15;114904,86;123887,12;123203,09;168468,45;162791,54;181253,94;124125,12;170535,38;139862,69;133390,44;117044,08;120253,91;132167,33;120686,55;139126,26;152182,89;124641,32;181190,36;204149,06;130700,22;178985,34;138557,74;137345,81;143463,46;141988,91;140847,32;135654,50;155774,85;128752,74;169632,81;167263,05;156764,39;128920,65;108046,04;153087,95;225788,43;143553,99;111190,70;18871988,44
"420290 Brusque";184840,04;269942,48;232716,25;255597,67;276364,59;274243,20;268282,40;249244,21;273232,73;262760,99;274738,08;312031,72;320835,83;274235,98;359538,02;314996,44;320412,02;301702,36;353953,13;378027,97;387429,18;315718,41;341652,82;292578,00;243860,36;249557,84;440476,58;396349,06;433948,53;368039,13;358175,24;453313,24;407601,71;379288,24;409873,18;372174,98;330724,47;351782,12;392232,53;385765,62;385494,19;355263,07;405833,94;360756,64;392418,56;397273,17;466333,64;345636,66;405884,26;384086,49;415819,47;381870,79;367213,50;392116,53;466439,84;379504,97;118207,69;402668,44;396603,59;257395,24;418528,59;406767,92;407752,25;407941,86;435745,40;460503,13;446896,67;476589,05;396335,70;313841,74;564397,68;437488,62;440952,02;446598,83;590870,77;452358,73;428347,82;499925,88;526926,28;448856,16;516362,11;506692,09;506608,53;400938,44;393132,69;304359,28;353248,78;503129,49;515355,16;501657,29;559350,68;480720,43;501936,94;511889,05;478115,77;454805,52;361532,62;425724,98;429039,11;439100,87;519172,59;396827,46;627163,72;662869,46;698981,75;578038,85;515809,31;455318,73;425743,77;434321,00;480095,11;539760,41;531972,74;485801,50;544685,95;582934,98;587319,78;526712,71;492363,86;473439,80;386828,23;549067,56;574444,32;571015,76;597979,23;575029,07;591368,36;604421,39;690062,07;758221,44;706830,06;592941,52;529652,76;513825,09;549668,39;522649,13;575631,73;669502,74;666706,36;699753,61;603876,84;595468,59;640822,64;557829,70;555281,35;542413,22;543152,38;546628,39;505760,45;518055,19;545546,75;584086,44;646882,20;863029,80;805475,48;1080059,66;834910,02;1268116,93;656654,77;74075366,06
"420300 Caçador";214499,41;179683,59;292001,75;261754,46;235286,26;259581,25;261022,25;216557,87;210398,22;218856,20;238695,18;212478,18;227739,33;189728,44;214076,02;267677,99;195658,05;324650,53;375544,65;334753,31;318117,58;293208,20;275255,22;299353,03;272475,52;265850,51;416724,24;293653,44;309631,62;278895,22;277771,15;193652,02;343237,48;251796,91;242968,10;335217,37;143996,69;280932,36;468647,04;303204,11;447245,63;334317,20;365727,70;217706,90;314623,33;361951,25;270708,60;328677,37;293091,02;315307,34;308177,30;226653,95;273253,55;285593,90;319205,23;252767,26;400720,51;297617,03;297159,34;303378,98;269761,52;265809,69;209082,65;225159,49;228157,74;277896,17;385188,16;322049,73;419498,57;456946,28;410543,86;369327,36;323385,30;337887,23;361990,92;326038,30;338077,76;303513,15;316377,80;323770,33;378233,15;402341,97;435184,51;253030,57;250800,76;323909,70;356144,21;338074,50;460305,64;423293,08;562551,00;537189,75;635704,67;518173,49;525206,64;387045,83;470307,52;438588,12;433604,45;475608,39;594758,09;651797,47;676115,79;668911,81;604605,69;516768,79;526153,13;336629,99;562496,18;575340,56;593854,59;465893,74;766490,70;711534,99;666661,12;560600,06;546435,05;588859,92;598059,32;548108,27;332607,20;821571,22;540166,66;543201,49;425948,07;894650,09;777536,04;687398,36;718745,51;672753,89;778061,87;568745,04;769093,79;551288,13;558371,43;634406,27;625518,99;352623,38;878678,22;638882,56;605370,77;658847,17;674805,78;545123,39;580487,11;630364,38;533712,93;387471,10;445513,37;684495,23;551372,90;881467,93;847093,85;709151,48;715761,26;675798,85;686981,16;640313,35;879747,35;68949076,93
"420310 Caibi";-;13326,79;9973,44;7797,84;8039,36;11508,06;9132,19;9660,80;9934,96;8749,80;7268,63;8276,76;6449,96;11647,54;12427,59;15802,14;13002,86;13567,20;14114,76;14092,72;14323,56;18454,93;13873,73;15617,20;10174,09;13971,38;18665,18;11586,63;13114,49;12424,24;15928,45;13416,46;10091,70;9053,53;14559,32;10315,46;12950,89;10343,83;11611,06;8450,64;11499,09;12818,26;14546,37;13383,65;14018,81;12987,11;12079,57;11801,75;9907,48;9757,25;15521,47;10568,16;12218,94;11182,89;10957,96;11974,68;9696,57;12992,75;10356,30;9591,59;10839,00;10115,29;12950,87;12860,41;11622,71;11770,76;12751,09;11443,27;11609,29;9827,41;12155,90;10673,94;7934,81;8689,91;8012,66;-;14831,96;12356,43;23624,91;29543,75;17808,54;19698,65;15055,14;16026,27;11001,89;8073,60;-;15209,36;20548,73;11341,05;14464,05;11460,92;17954,09;-;14359,31;5510,50;14893,66;10027,26;-;5570,37;6825,23;26881,81;24676,84;24471,77;12628,08;11731,94;29372,20;20045,89;14378,14;5592,51;9479,14;13497,35;11545,58;8161,00;12750,25;18060,29;11323,78;8357,62;9876,40;10096,09;10130,81;11923,33;9965,64;5138,84;6452,57;6375,40;18755,83;9378,54;7695,15;6861,43;5978,85;7035,33;3906,01;4877,64;8182,03;2720,15;9361,90;11024,42;5218,89;8732,27;7437,35;6504,07;4919,09;4853,12;8045,44;3958,69;2594,65;10267,62;7300,81;2148,77;5749,68;7050,36;4714,36;5366,66;7684,68;5445,47;3619,46;1938,74;16824,41;1740068,95
"420320 Camboriú";18459,00;38743,60;43396,87;52732,91;57881,01;58687,98;58960,37;79367,87;80936,97;77876,25;62711,26;72070,67;81468,75;52019,35;122942,22;108341,31;118966,51;112114,29;102311,88;80143,44;90350,46;83620,66;154796,08;87536,73;66545,88;67005,61;66588,27;78947,89;75639,86;95604,98;100095,55;102339,56;85964,52;128438,09;82368,29;154522,76;122693,95;126612,14;115941,02;123281,49;158277,74;140913,13;146748,57;157490,98;163409,65;160156,03;161448,36;157164,71;139059,37;164665,35;190106,87;220233,32;232626,91;172808,33;155247,32;228793,99;223342,93;204598,47;194264,87;144901,46;131888,34;159117,55;234866,65;136163,55;175949,03;188667,32;170053,43;164762,54;221247,51;202762,22;184929,37;83183,49;82325,82;107484,79;49070,40;155016,84;126845,16;119487,28;39247,82;-;-;-;-;879,38;26750,01;38645,49;54498,49;9870,95;1849,58;547,51;12740,93;10215,00;6037,16;13367,01;11806,75;2139,88;-;8125,72;7445,31;1909,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5486,99;57657,21;10690,78;32884,05;13079,56;32166,57;25789,22;36860,98;84626,87;80357,38;51425,58;32736,10;108496,89;62107,78;76629,36;59244,54;30997,18;62706,57;60391,00;75947,85;71364,76;83383,34;80181,65;101687,25;103130,88;80851,97;51647,23;81545,52;58751,65;65341,64;21246,54;1849,40;49465,89;20254,19;31194,22;38677,49;179318,39;96158,46;85105,61;90850,95;-;-;12337471,52
"420330 Campo Alegre";21045,71;24572,60;16945,75;17049,11;20154,95;16958,50;23349,67;21562,01;29332,28;23529,77;21888,92;23648,05;14585,63;19797,13;24504,58;23654,84;24279,27;27523,29;29106,56;16692,01;21486,63;25431,91;26531,22;25808,27;17169,21;20838,29;28285,71;16182,64;18313,46;23920,04;25506,03;19268,60;21817,11;20528,67;21868,85;23743,51;16502,40;19949,49;13937,89;28336,55;20541,33;19677,04;22200,47;24901,44;25538,79;23604,15;17918,45;21042,48;25008,93;19853,74;18497,00;19888,89;17977,07;20895,90;22050,65;18101,86;12997,85;13228,06;9757,58;11896,61;17894,48;6702,36;7703,98;10029,17;23227,83;11814,82;19493,17;13012,16;9099,86;7924,17;9458,36;8702,35;6747,39;6167,75;7527,20;15917,36;13044,87;17115,69;23471,74;14436,62;21000,21;14987,45;20271,29;10054,68;9846,01;4267,28;13924,59;22334,55;14282,32;18017,02;30760,91;21219,89;17180,83;17766,58;17728,41;12673,71;12497,51;14651,08;10469,38;18321,37;17255,01;27609,99;26137,17;20911,36;14209,04;16563,71;10206,26;12762,23;9653,04;14642,31;7612,74;18989,86;11575,40;15131,49;18281,22;18470,68;8476,92;15706,96;14708,14;15586,91;16691,85;8360,30;10728,80;39748,70;22163,55;42962,89;19154,76;26123,78;35292,62;41803,69;27812,53;23967,86;20638,05;12995,59;11599,22;50558,59;32230,64;37873,16;38152,17;27173,85;38457,51;51632,86;31991,42;32222,75;20377,54;33361,39;27409,85;12952,90;13035,38;20572,59;36112,05;30196,78;52862,86;27546,43;49263,46;29948,53;24449,58;19978,44;27384,70;3273211,86
"420340 Campo Belo do Sul";13552,90;15405,76;16789,46;14377,57;13137,20;15084,19;18096,89;18387,99;17212,54;14568,43;20967,81;14265,59;16937,00;15421,21;15900,16;15689,06;14841,38;19610,61;18075,33;22398,30;19049,85;16171,42;16834,57;12313,74;12865,06;20121,27;16419,56;20369,48;15824,59;16125,06;18752,49;18734,31;20239,03;15877,09;16503,75;17206,71;17561,13;15061,38;17438,30;16040,57;17662,04;18873,15;22587,11;18078,47;19378,90;17451,97;18941,37;16010,05;15015,60;17167,30;17700,07;16631,11;15652,64;20636,99;18790,56;18605,90;12800,43;18844,28;13814,10;15371,90;19650,50;20841,53;16872,84;16337,15;17034,63;17680,19;21679,53;19106,11;20184,93;18909,93;16130,01;15076,24;14452,31;14730,27;16920,48;18704,30;18712,95;19673,78;29560,48;15577,27;23458,89;18672,06;23453,49;17108,10;17073,71;18140,35;22611,61;21707,20;24373,97;22022,41;22848,57;24268,70;21916,27;20314,11;22884,58;20112,16;15727,65;13681,30;19926,96;21492,92;17782,86;18002,90;16187,95;21636,87;19366,07;24094,57;21678,49;19422,71;13352,88;12225,20;16027,16;14429,24;25214,71;22409,11;26924,77;18385,16;18138,75;16066,11;13105,67;17436,90;15354,62;11189,13;23049,23;18148,34;18726,79;15789,64;23128,68;18477,79;12023,82;21321,82;18530,34;19414,38;19775,51;14300,36;11173,63;18536,46;13706,78;15171,80;14332,37;11976,02;16189,70;16991,11;19006,71;9428,27;18628,41;14710,29;13203,45;-;-;11602,91;11950,01;11997,54;13538,55;17478,14;14480,93;8000,80;10873,29;9349,44;9719,24;2733037,50
